Timestamp,Packets_per_sec,Packet_Size
2025-11-04 23:50:23.874557,1433,1378
2025-11-04 23:50:24.874557,280,1695
2025-11-04 23:50:25.874557,555,1366
2025-11-04 23:50:26.874557,3264,1726
2025-11-04 23:50:27.874557,1837,1014
2025-11-04 23:50:28.874557,4967,1648
2025-11-04 23:50:29.874557,183,1642
2025-11-04 23:50:30.874557,702,1289
2025-11-04 23:50:31.874557,769,679
2025-11-04 23:50:32.874557,4049,1839
2025-11-04 23:50:33.874557,2042,260
2025-11-04 23:50:34.874557,4665,699
2025-11-04 23:50:35.874557,923,1568
2025-11-04 23:50:36.874557,3583,1951
2025-11-04 23:50:37.874557,3912,744
2025-11-04 23:50:38.874557,3738,1962
2025-11-04 23:50:39.874557,4145,408
2025-11-04 23:50:40.874557,2489,760
2025-11-04 23:50:41.874557,1682,299
2025-11-04 23:50:42.874557,2838,797
2025-11-04 23:50:43.874557,2741,366
2025-11-04 23:50:44.874557,873,1072
2025-11-04 23:50:45.874557,174,713
2025-11-04 23:50:46.874557,3876,1309
2025-11-04 23:50:47.874557,1926,970
2025-11-04 23:50:48.874557,2363,519
2025-11-04 23:50:49.874557,4307,1197
2025-11-04 23:50:50.874557,3239,1821
2025-11-04 23:50:51.874557,558,1181
2025-11-04 23:50:52.874557,3380,1541
2025-11-04 23:50:53.874557,1862,682
2025-11-04 23:50:54.874557,2951,610
2025-11-04 23:50:55.874557,3684,852
2025-11-04 23:50:56.874557,1306,904
2025-11-04 23:50:57.874557,4294,1060
2025-11-04 23:50:58.874557,460,920
2025-11-04 23:50:59.874557,1490,1878
2025-11-04 23:51:00.874557,1384,223
2025-11-04 23:51:01.874557,78,1703
2025-11-04 23:51:02.874557,2707,1754
2025-11-04 23:51:03.874557,3887,1129
2025-11-04 23:51:04.874557,1642,1280
2025-11-04 23:51:05.874557,3227,644
2025-11-04 23:51:06.874557,3782,1360
2025-11-04 23:51:07.874557,317,1945
2025-11-04 23:51:08.874557,1136,1496
2025-11-04 23:51:09.874557,657,259
2025-11-04 23:51:10.874557,977,1034
2025-11-04 23:51:11.874557,3828,356
2025-11-04 23:51:12.874557,883,1716
2025-11-04 23:51:13.874557,3331,1881
2025-11-04 23:51:14.874557,334,507
2025-11-04 23:51:15.874557,2445,1236
2025-11-04 23:51:16.874557,4885,164
2025-11-04 23:51:17.874557,2267,1271
2025-11-04 23:51:18.874557,3056,549
2025-11-04 23:51:19.874557,4048,1266
2025-11-04 23:51:20.874557,3014,1559
2025-11-04 23:51:21.874557,951,305
2025-11-04 23:51:22.874557,4470,865
2025-11-04 23:51:23.874557,1868,306
2025-11-04 23:51:24.874557,4945,300
2025-11-04 23:51:25.874557,2789,1321
2025-11-04 23:51:26.874557,1790,1195
2025-11-04 23:51:27.874557,1212,239
2025-11-04 23:51:28.874557,2047,1842
2025-11-04 23:51:29.874557,3855,1977
2025-11-04 23:51:30.874557,3881,1741
2025-11-04 23:51:31.874557,2204,1867
2025-11-04 23:51:32.874557,4053,1844
2025-11-04 23:51:33.874557,1272,990
2025-11-04 23:51:34.874557,4029,128
2025-11-04 23:51:35.874557,838,1232
2025-11-04 23:51:36.874557,1031,895
2025-11-04 23:51:37.874557,2940,1881
2025-11-04 23:51:38.874557,476,1592
2025-11-04 23:51:39.874557,1582,1827
2025-11-04 23:51:40.874557,571,1514
2025-11-04 23:51:41.874557,999,834
2025-11-04 23:51:42.874557,3571,852
2025-11-04 23:51:43.874557,2959,1144
2025-11-04 23:51:44.874557,2725,876
2025-11-04 23:51:45.874557,695,840
2025-11-04 23:51:46.874557,3699,662
2025-11-04 23:51:47.874557,2594,1071
2025-11-04 23:51:48.874557,1843,1731
2025-11-04 23:51:49.874557,680,868
2025-11-04 23:51:50.874557,917,1410
2025-11-04 23:51:51.874557,1604,546
2025-11-04 23:51:52.874557,1138,223
2025-11-04 23:51:53.874557,828,667
2025-11-04 23:51:54.874557,227,1864
2025-11-04 23:51:55.874557,4394,794
2025-11-04 23:51:56.874557,327,766
2025-11-04 23:51:57.874557,3710,1664
2025-11-04 23:51:58.874557,4956,1183
2025-11-04 23:51:59.874557,2001,753
2025-11-04 23:52:00.874557,2663,1011
2025-11-04 23:52:01.874557,4676,1809
2025-11-04 23:52:02.874557,2076,888
2025-11-04 23:52:03.874557,4744,138
2025-11-04 23:52:04.874557,2291,1236
2025-11-04 23:52:05.874557,1135,1549
2025-11-04 23:52:06.874557,2655,1260
2025-11-04 23:52:07.874557,1294,781
2025-11-04 23:52:08.874557,1485,1582
2025-11-04 23:52:09.874557,4192,536
2025-11-04 23:52:10.874557,3882,1389
2025-11-04 23:52:11.874557,1030,362
2025-11-04 23:52:12.874557,3487,1563
2025-11-04 23:52:13.874557,4559,1840
2025-11-04 23:52:14.874557,1678,312
2025-11-04 23:52:15.874557,4893,1856
2025-11-04 23:52:16.874557,3267,938
2025-11-04 23:52:17.874557,884,749
2025-11-04 23:52:18.874557,4041,1434
2025-11-04 23:52:19.874557,3677,278
2025-11-04 23:52:20.874557,2282,697
2025-11-04 23:52:21.874557,217,840
2025-11-04 23:52:22.874557,2960,1758
2025-11-04 23:52:23.874557,2214,415
2025-11-04 23:52:24.874557,257,1834
2025-11-04 23:52:25.874557,3344,298
2025-11-04 23:52:26.874557,2678,646
2025-11-04 23:52:27.874557,3572,1127
2025-11-04 23:52:28.874557,4551,1393
2025-11-04 23:52:29.874557,2873,1139
2025-11-04 23:52:30.874557,2478,1580
2025-11-04 23:52:31.874557,705,501
2025-11-04 23:52:32.874557,1842,1567
2025-11-04 23:52:33.874557,1323,122
2025-11-04 23:52:34.874557,2166,595
2025-11-04 23:52:35.874557,3517,470
2025-11-04 23:52:36.874557,4145,1975
2025-11-04 23:52:37.874557,4254,324
2025-11-04 23:52:38.874557,3430,589
2025-11-04 23:52:39.874557,4737,1173
2025-11-04 23:52:40.874557,1048,1775
2025-11-04 23:52:41.874557,3003,499
2025-11-04 23:52:42.874557,4029,360
2025-11-04 23:52:43.874557,2737,753
2025-11-04 23:52:44.874557,1676,843
2025-11-04 23:52:45.874557,3434,286
2025-11-04 23:52:46.874557,626,1402
2025-11-04 23:52:47.874557,886,1572
2025-11-04 23:52:48.874557,4302,195
2025-11-04 23:52:49.874557,4639,595
2025-11-04 23:52:50.874557,1628,202
2025-11-04 23:52:51.874557,4765,1786
2025-11-04 23:52:52.874557,707,1095
2025-11-04 23:52:53.874557,3622,1434
2025-11-04 23:52:54.874557,549,823
2025-11-04 23:52:55.874557,4728,1837
2025-11-04 23:52:56.874557,2918,903
2025-11-04 23:52:57.874557,2634,1481
2025-11-04 23:52:58.874557,4401,1669
2025-11-04 23:52:59.874557,1694,1025
2025-11-04 23:53:00.874557,3706,140
2025-11-04 23:53:01.874557,1715,103
2025-11-04 23:53:02.874557,2317,1574
2025-11-04 23:53:03.874557,140,518
2025-11-04 23:53:04.874557,220,1677
2025-11-04 23:53:05.874557,2670,1671
2025-11-04 23:53:06.874557,3713,1926
2025-11-04 23:53:07.874557,3829,1703
2025-11-04 23:53:08.874557,2621,1493
2025-11-04 23:53:09.874557,1763,1605
2025-11-04 23:53:10.874557,1677,1665
2025-11-04 23:53:11.874557,1688,1580
2025-11-04 23:53:12.874557,3125,280
2025-11-04 23:53:13.874557,822,1059
2025-11-04 23:53:14.874557,3600,1492
2025-11-04 23:53:15.874557,1610,1171
2025-11-04 23:53:16.874557,190,1700
2025-11-04 23:53:17.874557,4538,682
2025-11-04 23:53:18.874557,1994,1893
2025-11-04 23:53:19.874557,492,223
2025-11-04 23:53:20.874557,520,1113
2025-11-04 23:53:21.874557,3313,1177
2025-11-04 23:53:22.874557,4364,842
2025-11-04 23:53:23.874557,3502,1136
2025-11-04 23:53:24.874557,740,1408
2025-11-04 23:53:25.874557,704,1449
2025-11-04 23:53:26.874557,3746,1758
2025-11-04 23:53:27.874557,4905,1458
2025-11-04 23:53:28.874557,4923,1891
2025-11-04 23:53:29.874557,3776,1366
2025-11-04 23:53:30.874557,1690,738
2025-11-04 23:53:31.874557,369,1049
2025-11-04 23:53:32.874557,1202,208
2025-11-04 23:53:33.874557,262,1876
2025-11-04 23:53:34.874557,4995,973
2025-11-04 23:53:35.874557,2426,438
2025-11-04 23:53:36.874557,3068,1645
2025-11-04 23:53:37.874557,4051,1838
2025-11-04 23:53:38.874557,1868,1564
2025-11-04 23:53:39.874557,227,730
2025-11-04 23:53:40.874557,2824,1171
2025-11-04 23:53:41.874557,1564,1648
2025-11-04 23:53:42.874557,4770,1430
2025-11-04 23:53:43.874557,2808,731
2025-11-04 23:53:44.874557,556,742
2025-11-04 23:53:45.874557,4888,1890
2025-11-04 23:53:46.874557,3049,728
2025-11-04 23:53:47.874557,574,133
2025-11-04 23:53:48.874557,555,1367
2025-11-04 23:53:49.874557,4137,1391
2025-11-04 23:53:50.874557,1373,1713
2025-11-04 23:53:51.874557,2726,1764
2025-11-04 23:53:52.874557,4251,1838
2025-11-04 23:53:53.874557,3204,694
2025-11-04 23:53:54.874557,1890,1887
2025-11-04 23:53:55.874557,2776,1544
2025-11-04 23:53:56.874557,345,781
2025-11-04 23:53:57.874557,2105,1884
2025-11-04 23:53:58.874557,4235,1423
2025-11-04 23:53:59.874557,1257,1444
2025-11-04 23:54:00.874557,681,1859
2025-11-04 23:54:01.874557,101,681
2025-11-04 23:54:02.874557,4436,1913
2025-11-04 23:54:03.874557,1950,1428
2025-11-04 23:54:04.874557,2934,526
2025-11-04 23:54:05.874557,600,815
2025-11-04 23:54:06.874557,3235,1897
2025-11-04 23:54:07.874557,492,1005
2025-11-04 23:54:08.874557,3963,514
2025-11-04 23:54:09.874557,3171,962
2025-11-04 23:54:10.874557,833,176
2025-11-04 23:54:11.874557,4991,1826
2025-11-04 23:54:12.874557,1808,773
2025-11-04 23:54:13.874557,2370,1268
2025-11-04 23:54:14.874557,1600,800
2025-11-04 23:54:15.874557,4298,749
2025-11-04 23:54:16.874557,3808,1718
2025-11-04 23:54:17.874557,410,1316
2025-11-04 23:54:18.874557,1923,1834
2025-11-04 23:54:19.874557,1545,1818
2025-11-04 23:54:20.874557,2182,676
2025-11-04 23:54:21.874557,4296,1550
2025-11-04 23:54:22.874557,659,131
2025-11-04 23:54:23.874557,4679,1812
2025-11-04 23:54:24.874557,3783,1454
2025-11-04 23:54:25.874557,3144,1920
2025-11-04 23:54:26.874557,298,932
2025-11-04 23:54:27.874557,480,1237
2025-11-04 23:54:28.874557,278,1448
2025-11-04 23:54:29.874557,743,625
2025-11-04 23:54:30.874557,2718,482
2025-11-04 23:54:31.874557,3257,1671
2025-11-04 23:54:32.874557,655,1710
2025-11-04 23:54:33.874557,2267,964
2025-11-04 23:54:34.874557,4397,179
2025-11-04 23:54:35.874557,359,1687
2025-11-04 23:54:36.874557,2291,829
2025-11-04 23:54:37.874557,4276,1846
2025-11-04 23:54:38.874557,3429,632
2025-11-04 23:54:39.874557,3325,1055
2025-11-04 23:54:40.874557,1575,724
2025-11-04 23:54:41.874557,3037,476
2025-11-04 23:54:42.874557,4552,294
2025-11-04 23:54:43.874557,4728,1552
2025-11-04 23:54:44.874557,3178,597
2025-11-04 23:54:45.874557,3419,1785
2025-11-04 23:54:46.874557,3909,1175
2025-11-04 23:54:47.874557,3524,349
2025-11-04 23:54:48.874557,2742,289
2025-11-04 23:54:49.874557,570,1184
2025-11-04 23:54:50.874557,3187,1240
2025-11-04 23:54:51.874557,1257,1147
2025-11-04 23:54:52.874557,2392,532
2025-11-04 23:54:53.874557,535,1503
2025-11-04 23:54:54.874557,4989,955
2025-11-04 23:54:55.874557,77,1360
2025-11-04 23:54:56.874557,178,821
2025-11-04 23:54:57.874557,1789,759
2025-11-04 23:54:58.874557,2853,1031
2025-11-04 23:54:59.874557,255,1298
2025-11-04 23:55:00.874557,3160,589
2025-11-04 23:55:01.874557,3259,749
2025-11-04 23:55:02.874557,2169,1254
2025-11-04 23:55:03.874557,678,799
2025-11-04 23:55:04.874557,2412,1576
2025-11-04 23:55:05.874557,3534,1228
2025-11-04 23:55:06.874557,571,206
2025-11-04 23:55:07.874557,2249,274
2025-11-04 23:55:08.874557,800,1362
2025-11-04 23:55:09.874557,4846,101
2025-11-04 23:55:10.874557,4798,1005
2025-11-04 23:55:11.874557,3893,1952
2025-11-04 23:55:12.874557,3136,1550
2025-11-04 23:55:13.874557,399,640
2025-11-04 23:55:14.874557,1092,722
2025-11-04 23:55:15.874557,4758,1720
2025-11-04 23:55:16.874557,1374,673
2025-11-04 23:55:17.874557,3460,1944
2025-11-04 23:55:18.874557,3219,1809
2025-11-04 23:55:19.874557,1848,1183
2025-11-04 23:55:20.874557,927,288
2025-11-04 23:55:21.874557,4789,689
2025-11-04 23:55:22.874557,2872,1889
2025-11-04 23:55:23.874557,2360,614
2025-11-04 23:55:24.874557,3208,1775
2025-11-04 23:55:25.874557,3161,304
2025-11-04 23:55:26.874557,995,1891
2025-11-04 23:55:27.874557,1145,1926
2025-11-04 23:55:28.874557,995,862
2025-11-04 23:55:29.874557,4812,1620
2025-11-04 23:55:30.874557,897,263
2025-11-04 23:55:31.874557,1580,1501
2025-11-04 23:55:32.874557,4396,561
2025-11-04 23:55:33.874557,2725,1936
2025-11-04 23:55:34.874557,736,1606
2025-11-04 23:55:35.874557,2636,950
2025-11-04 23:55:36.874557,3856,1882
2025-11-04 23:55:37.874557,3329,545
2025-11-04 23:55:38.874557,3870,312
2025-11-04 23:55:39.874557,2905,399
2025-11-04 23:55:40.874557,2928,261
2025-11-04 23:55:41.874557,3170,1876
2025-11-04 23:55:42.874557,1643,958
2025-11-04 23:55:43.874557,1970,394
2025-11-04 23:55:44.874557,1284,1961
2025-11-04 23:55:45.874557,1716,1862
2025-11-04 23:55:46.874557,2517,1935
2025-11-04 23:55:47.874557,2810,1016
2025-11-04 23:55:48.874557,4587,1560
2025-11-04 23:55:49.874557,2101,196
2025-11-04 23:55:50.874557,2367,311
2025-11-04 23:55:51.874557,4975,1136
2025-11-04 23:55:52.874557,3246,576
2025-11-04 23:55:53.874557,4964,1498
2025-11-04 23:55:54.874557,4030,1154
2025-11-04 23:55:55.874557,534,1171
2025-11-04 23:55:56.874557,3038,1911
2025-11-04 23:55:57.874557,4356,609
2025-11-04 23:55:58.874557,1449,1701
2025-11-04 23:55:59.874557,3518,1499
2025-11-04 23:56:00.874557,3031,922
2025-11-04 23:56:01.874557,551,100
2025-11-04 23:56:02.874557,1600,1871
2025-11-04 23:56:03.874557,3963,180
2025-11-04 23:56:04.874557,4943,1482
2025-11-04 23:56:05.874557,3358,283
2025-11-04 23:56:06.874557,4270,1692
2025-11-04 23:56:07.874557,415,340
2025-11-04 23:56:08.874557,2276,474
2025-11-04 23:56:09.874557,2903,1005
2025-11-04 23:56:10.874557,1264,654
2025-11-04 23:56:11.874557,4157,1223
2025-11-04 23:56:12.874557,3092,1194
2025-11-04 23:56:13.874557,1197,761
2025-11-04 23:56:14.874557,4988,480
2025-11-04 23:56:15.874557,2196,1596
2025-11-04 23:56:16.874557,3728,169
2025-11-04 23:56:17.874557,1805,470
2025-11-04 23:56:18.874557,3717,1452
2025-11-04 23:56:19.874557,2834,813
2025-11-04 23:56:20.874557,3415,1763
2025-11-04 23:56:21.874557,1786,1794
2025-11-04 23:56:22.874557,1669,1938
2025-11-04 23:56:23.874557,1822,1181
2025-11-04 23:56:24.874557,2339,753
2025-11-04 23:56:25.874557,3619,1809
2025-11-04 23:56:26.874557,2177,1315
2025-11-04 23:56:27.874557,3425,168
2025-11-04 23:56:28.874557,3572,144
2025-11-04 23:56:29.874557,1723,785
2025-11-04 23:56:30.874557,337,1464
2025-11-04 23:56:31.874557,3642,1200
2025-11-04 23:56:32.874557,4508,1501
2025-11-04 23:56:33.874557,488,1848
2025-11-04 23:56:34.874557,823,198
2025-11-04 23:56:35.874557,4455,912
2025-11-04 23:56:36.874557,4983,1939
2025-11-04 23:56:37.874557,3897,1125
2025-11-04 23:56:38.874557,803,182
2025-11-04 23:56:39.874557,4560,1757
2025-11-04 23:56:40.874557,4251,1871
2025-11-04 23:56:41.874557,2283,193
2025-11-04 23:56:42.874557,4377,1225
2025-11-04 23:56:43.874557,2212,423
2025-11-04 23:56:44.874557,1328,1393
2025-11-04 23:56:45.874557,4727,480
2025-11-04 23:56:46.874557,2161,1063
2025-11-04 23:56:47.874557,1338,1246
2025-11-04 23:56:48.874557,712,1814
2025-11-04 23:56:49.874557,1232,644
2025-11-04 23:56:50.874557,4817,995
2025-11-04 23:56:51.874557,1931,900
2025-11-04 23:56:52.874557,3881,336
2025-11-04 23:56:53.874557,3725,642
2025-11-04 23:56:54.874557,1569,1894
2025-11-04 23:56:55.874557,3709,1926
2025-11-04 23:56:56.874557,1575,1545
2025-11-04 23:56:57.874557,2830,818
2025-11-04 23:56:58.874557,2808,1256
2025-11-04 23:56:59.874557,377,1644
2025-11-04 23:57:00.874557,873,148
2025-11-04 23:57:01.874557,2598,481
2025-11-04 23:57:02.874557,4351,258
2025-11-04 23:57:03.874557,3344,295
2025-11-04 23:57:04.874557,644,606
2025-11-04 23:57:05.874557,574,1907
2025-11-04 23:57:06.874557,1043,1732
2025-11-04 23:57:07.874557,810,370
2025-11-04 23:57:08.874557,3435,1978
2025-11-04 23:57:09.874557,4289,1799
2025-11-04 23:57:10.874557,4173,1188
2025-11-04 23:57:11.874557,4275,1828
2025-11-04 23:57:12.874557,1516,1417
2025-11-04 23:57:13.874557,2234,948
2025-11-04 23:57:14.874557,549,1787
2025-11-04 23:57:15.874557,1707,1292
2025-11-04 23:57:16.874557,3907,332
2025-11-04 23:57:17.874557,1224,1891
2025-11-04 23:57:18.874557,4083,632
2025-11-04 23:57:19.874557,1174,1808
2025-11-04 23:57:20.874557,1244,691
2025-11-04 23:57:21.874557,2455,243
2025-11-04 23:57:22.874557,1724,1794
2025-11-04 23:57:23.874557,2236,796
2025-11-04 23:57:24.874557,3939,558
2025-11-04 23:57:25.874557,1807,1832
2025-11-04 23:57:26.874557,1723,1369
2025-11-04 23:57:27.874557,2341,1099
2025-11-04 23:57:28.874557,1757,1473
2025-11-04 23:57:29.874557,2137,575
2025-11-04 23:57:30.874557,1885,300
2025-11-04 23:57:31.874557,2436,813
2025-11-04 23:57:32.874557,2328,1306
2025-11-04 23:57:33.874557,1337,1025
2025-11-04 23:57:34.874557,4632,1586
2025-11-04 23:57:35.874557,3058,1785
2025-11-04 23:57:36.874557,614,1080
2025-11-04 23:57:37.874557,4551,171
2025-11-04 23:57:38.874557,908,398
2025-11-04 23:57:39.874557,531,1269
2025-11-04 23:57:40.874557,4033,1781
2025-11-04 23:57:41.874557,2606,633
2025-11-04 23:57:42.874557,1360,1092
2025-11-04 23:57:43.874557,2603,184
2025-11-04 23:57:44.874557,3361,840
2025-11-04 23:57:45.874557,181,407
2025-11-04 23:57:46.874557,1647,891
2025-11-04 23:57:47.874557,1224,870
2025-11-04 23:57:48.874557,3220,170
2025-11-04 23:57:49.874557,4301,1834
2025-11-04 23:57:50.874557,486,1029
2025-11-04 23:57:51.874557,2495,1400
2025-11-04 23:57:52.874557,4216,1609
2025-11-04 23:57:53.874557,4553,1828
2025-11-04 23:57:54.874557,3151,1228
2025-11-04 23:57:55.874557,3879,1342
2025-11-04 23:57:56.874557,743,319
2025-11-04 23:57:57.874557,4840,1152
2025-11-04 23:57:58.874557,4101,1423
2025-11-04 23:57:59.874557,3175,288
2025-11-04 23:58:00.874557,816,1783
2025-11-04 23:58:01.874557,1296,1023
2025-11-04 23:58:02.874557,409,103
2025-11-04 23:58:03.874557,4815,569
2025-11-04 23:58:04.874557,1792,793
2025-11-04 23:58:05.874557,166,1686
2025-11-04 23:58:06.874557,4493,698
2025-11-04 23:58:07.874557,3899,812
2025-11-04 23:58:08.874557,574,585
2025-11-04 23:58:09.874557,3611,1914
2025-11-04 23:58:10.874557,3720,1721
2025-11-04 23:58:11.874557,962,1870
2025-11-04 23:58:12.874557,1415,592
2025-11-04 23:58:13.874557,2029,327
2025-11-04 23:58:14.874557,2238,962
2025-11-04 23:58:15.874557,3808,667
2025-11-04 23:58:16.874557,1419,1721
2025-11-04 23:58:17.874557,4072,1573
2025-11-04 23:58:18.874557,3045,1756
2025-11-04 23:58:19.874557,2410,1617
2025-11-04 23:58:20.874557,4640,1216
2025-11-04 23:58:21.874557,4810,1974
2025-11-04 23:58:22.874557,920,1703
2025-11-04 23:58:23.874557,3270,141
2025-11-04 23:58:24.874557,1072,609
2025-11-04 23:58:25.874557,2465,1896
2025-11-04 23:58:26.874557,202,1852
2025-11-04 23:58:27.874557,1016,228
2025-11-04 23:58:28.874557,527,520
2025-11-04 23:58:29.874557,3348,661
2025-11-04 23:58:30.874557,2846,292
2025-11-04 23:58:31.874557,1842,1958
2025-11-04 23:58:32.874557,59,447
2025-11-04 23:58:33.874557,4521,665
2025-11-04 23:58:34.874557,4270,810
2025-11-04 23:58:35.874557,143,1041
2025-11-04 23:58:36.874557,3878,1983
2025-11-04 23:58:37.874557,194,1342
2025-11-04 23:58:38.874557,1841,1222
2025-11-04 23:58:39.874557,145,1592
2025-11-04 23:58:40.874557,2704,1949
2025-11-04 23:58:41.874557,2348,491
2025-11-04 23:58:42.874557,4442,178
2025-11-04 23:58:43.874557,1211,1262
2025-11-04 23:58:44.874557,3134,1941
2025-11-04 23:58:45.874557,234,1882
2025-11-04 23:58:46.874557,3413,1767
2025-11-04 23:58:47.874557,4975,1967
2025-11-04 23:58:48.874557,1506,767
2025-11-04 23:58:49.874557,3313,752
2025-11-04 23:58:50.874557,270,518
2025-11-04 23:58:51.874557,657,1100
2025-11-04 23:58:52.874557,2877,202
2025-11-04 23:58:53.874557,2005,444
2025-11-04 23:58:54.874557,2754,870
2025-11-04 23:58:55.874557,1962,264
2025-11-04 23:58:56.874557,1647,771
2025-11-04 23:58:57.874557,957,342
2025-11-04 23:58:58.874557,4716,1103
2025-11-04 23:58:59.874557,1923,1781
2025-11-04 23:59:00.874557,3226,1498
2025-11-04 23:59:01.874557,3442,1360
2025-11-04 23:59:02.874557,2151,1862
2025-11-04 23:59:03.874557,3827,1353
2025-11-04 23:59:04.874557,4192,1547
2025-11-04 23:59:05.874557,1263,1570
2025-11-04 23:59:06.874557,3903,180
2025-11-04 23:59:07.874557,4308,876
2025-11-04 23:59:08.874557,4383,1492
2025-11-04 23:59:09.874557,3123,1615
2025-11-04 23:59:10.874557,4802,1878
2025-11-04 23:59:11.874557,3099,1683
2025-11-04 23:59:12.874557,3405,1589
2025-11-04 23:59:13.874557,286,1779
2025-11-04 23:59:14.874557,1793,310
2025-11-04 23:59:15.874557,1602,561
2025-11-04 23:59:16.874557,1542,1583
2025-11-04 23:59:17.874557,1093,1721
2025-11-04 23:59:18.874557,925,320
2025-11-04 23:59:19.874557,851,1333
2025-11-04 23:59:20.874557,2165,1313
2025-11-04 23:59:21.874557,4874,359
2025-11-04 23:59:22.874557,853,1892
2025-11-04 23:59:23.874557,1379,611
2025-11-04 23:59:24.874557,1796,178
2025-11-04 23:59:25.874557,2059,1646
2025-11-04 23:59:26.874557,4170,1398
2025-11-04 23:59:27.874557,2128,119
2025-11-04 23:59:28.874557,3337,690
2025-11-04 23:59:29.874557,1833,641
2025-11-04 23:59:30.874557,549,1191
2025-11-04 23:59:31.874557,1231,886
2025-11-04 23:59:32.874557,3259,1381
2025-11-04 23:59:33.874557,322,1602
2025-11-04 23:59:34.874557,4547,186
2025-11-04 23:59:35.874557,1425,1098
2025-11-04 23:59:36.874557,3129,1252
2025-11-04 23:59:37.874557,3400,829
2025-11-04 23:59:38.874557,2254,1864
2025-11-04 23:59:39.874557,3469,1608
2025-11-04 23:59:40.874557,3313,217
2025-11-04 23:59:41.874557,1562,1677
2025-11-04 23:59:42.874557,952,548
2025-11-04 23:59:43.874557,1982,1390
2025-11-04 23:59:44.874557,981,1445
2025-11-04 23:59:45.874557,1770,368
2025-11-04 23:59:46.874557,3185,1759
2025-11-04 23:59:47.874557,2559,1389
2025-11-04 23:59:48.874557,1897,1535
2025-11-04 23:59:49.874557,3528,645
2025-11-04 23:59:50.874557,1909,1792
2025-11-04 23:59:51.874557,4466,517
2025-11-04 23:59:52.874557,4684,1102
2025-11-04 23:59:53.874557,2081,1451
2025-11-04 23:59:54.874557,1662,1898
2025-11-04 23:59:55.874557,4396,1234
2025-11-04 23:59:56.874557,4918,1400
2025-11-04 23:59:57.874557,2478,581
2025-11-04 23:59:58.874557,2183,1406
2025-11-04 23:59:59.874557,4952,958
2025-11-05 00:00:00.874557,3281,1774
2025-11-05 00:00:01.874557,2607,1089
2025-11-05 00:00:02.874557,4083,668
2025-11-05 00:00:03.874557,4161,1223
2025-11-05 00:00:04.874557,2961,1066
2025-11-05 00:00:05.874557,4728,1835
2025-11-05 00:00:06.874557,4423,1812
2025-11-05 00:00:07.874557,906,1428
2025-11-05 00:00:08.874557,1907,407
2025-11-05 00:00:09.874557,2659,1570
2025-11-05 00:00:10.874557,3629,1684
2025-11-05 00:00:11.874557,3871,383
2025-11-05 00:00:12.874557,3096,1477
2025-11-05 00:00:13.874557,4061,1295
2025-11-05 00:00:14.874557,3147,928
2025-11-05 00:00:15.874557,1256,603
2025-11-05 00:00:16.874557,990,1853
2025-11-05 00:00:17.874557,153,1831
2025-11-05 00:00:18.874557,488,1250
2025-11-05 00:00:19.874557,473,561
2025-11-05 00:00:20.874557,4121,968
2025-11-05 00:00:21.874557,3321,567
2025-11-05 00:00:22.874557,3792,1908
2025-11-05 00:00:23.874557,2352,855
2025-11-05 00:00:24.874557,2590,414
2025-11-05 00:00:25.874557,1418,133
2025-11-05 00:00:26.874557,4319,1996
2025-11-05 00:00:27.874557,1900,438
2025-11-05 00:00:28.874557,1429,1294
2025-11-05 00:00:29.874557,133,236
2025-11-05 00:00:30.874557,2333,1423
2025-11-05 00:00:31.874557,1699,1969
2025-11-05 00:00:32.874557,4541,1459
2025-11-05 00:00:33.874557,113,672
2025-11-05 00:00:34.874557,3822,1731
2025-11-05 00:00:35.874557,2541,945
2025-11-05 00:00:36.874557,4509,666
2025-11-05 00:00:37.874557,4180,165
2025-11-05 00:00:38.874557,3991,1509
2025-11-05 00:00:39.874557,4037,1074
2025-11-05 00:00:40.874557,4042,363
2025-11-05 00:00:41.874557,2960,968
2025-11-05 00:00:42.874557,2107,1803
2025-11-05 00:00:43.874557,3897,1017
2025-11-05 00:00:44.874557,3298,1311
2025-11-05 00:00:45.874557,3993,1967
2025-11-05 00:00:46.874557,3954,1673
2025-11-05 00:00:47.874557,213,221
2025-11-05 00:00:48.874557,3061,737
2025-11-05 00:00:49.874557,2927,1186
2025-11-05 00:00:50.874557,597,437
2025-11-05 00:00:51.874557,4992,415
2025-11-05 00:00:52.874557,966,1700
2025-11-05 00:00:53.874557,612,238
2025-11-05 00:00:54.874557,2071,305
2025-11-05 00:00:55.874557,4258,963
2025-11-05 00:00:56.874557,3844,1898
2025-11-05 00:00:57.874557,528,1946
2025-11-05 00:00:58.874557,2164,943
2025-11-05 00:00:59.874557,971,1002
2025-11-05 00:01:00.874557,527,1973
2025-11-05 00:01:01.874557,366,1215
2025-11-05 00:01:02.874557,566,366
2025-11-05 00:01:03.874557,2025,127
2025-11-05 00:01:04.874557,2180,1947
2025-11-05 00:01:05.874557,3047,1258
2025-11-05 00:01:06.874557,4924,144
2025-11-05 00:01:07.874557,784,215
2025-11-05 00:01:08.874557,398,875
2025-11-05 00:01:09.874557,1973,1989
2025-11-05 00:01:10.874557,1836,642
2025-11-05 00:01:11.874557,628,120
2025-11-05 00:01:12.874557,3782,675
2025-11-05 00:01:13.874557,3248,1518
2025-11-05 00:01:14.874557,4557,366
2025-11-05 00:01:15.874557,2339,355
2025-11-05 00:01:16.874557,4626,356
